group1,group2,group3,group4,id,x,y,z
1.0554950081236e+16,1.2015735803434e+16,5.1837825630475e+15,2.2631007624482e+16,0,0,1.625,0
1.0560163600461e+16,1.2015710461996e+16,5.1826225413683e+15,2.2625468785278e+16,0.27373737373737,0.27373737373737,1.625,0
1.0574251163513e+16,1.2015636991518e+16,5.1794928175358e+15,2.2610538795307e+16,0.54747474747475,0.54747474747475,1.625,0
1.0598191435457e+16,1.2015494929477e+16,5.1741896257805e+15,2.2585287152448e+16,0.82121212121212,0.82121212121212,1.625,0
1.0631721327338e+16,1.2015258857197e+16,5.1667970959748e+15,2.2550188615449e+16,1.0949494949495,1.0949494949495,1.625,0
1.0674352515841e+16,1.2014901462179e+16,5.1574548028264e+15,2.2505992736641e+16,1.3686868686869,1.3686868686869,1.625,0
1.072697108654e+16,1.2014362308716e+16,5.146016459305e+15,2.2452155902335e+16,1.6424242424242,1.6424242424242,1.625,0
1.0789011644373e+16,1.2013592703979e+16,5.1326544694851e+15,2.2389649161213e+16,1.9161616161616,1.9161616161616,1.625,0
1.0859272178017e+16,1.2012716552199e+16,5.1176763967738e+15,2.231959188384e+16,2.189898989899,2.189898989899,1.625,0
1.0936572979266e+16,1.2012098257981e+16,5.1016154166696e+15,2.2243218771869e+16,2.4636363636364,2.4636363636364,1.625,0
1.1020973247984e+16,1.2011718700732e+16,5.0845129562181e+15,2.216069977809e+16,2.7373737373737,2.7373737373737,1.625,0
1.1112203208798e+16,1.2011474758098e+16,5.0663251758694e+15,2.2072070915526e+16,3.0111111111111,3.0111111111111,1.625,0
1.1210131634961e+16,1.2011279190929e+16,5.0470447322621e+15,2.1977532946391e+16,3.2848484848485,3.2848484848485,1.625,0
1.1314835397837e+16,1.2011043264305e+16,5.0266180057768e+15,2.1877029688056e+16,3.5585858585859,3.5585858585859,1.625,0
1.1426406633834e+16,1.201066518557e+16,5.0049774083221e+15,2.1770438596687e+16,3.8323232323232,3.8323232323232,1.625,0
1.1545742126371e+16,1.2010021845258e+16,4.981962934557e+15,2.1657257340648e+16,4.1060606060606,4.1060606060606,1.625,0
1.1671943386343e+16,1.2009016180617e+16,4.9576391922967e+15,2.1537963188444e+16,4.379797979798,4.379797979798,1.625,0
1.180425612819e+16,1.2007667211448e+16,4.932079196399e+15,2.1412470639363e+16,4.6535353535354,4.6535353535354,1.625,0
1.1944468812292e+16,1.2005878882227e+16,4.9051126509982e+15,2.1279946033521e+16,4.9272727272727,4.9272727272727,1.625,0
1.2092598942557e+16,1.2003515377614e+16,4.8767146317722e+15,2.114061870469e+16,5.2010101010101,5.2010101010101,1.625,0
1.2248606833098e+16,1.2000434060816e+16,4.8468398017237e+15,2.0994566192266e+16,5.4747474747475,5.4747474747475,1.625,0
1.2413059891177e+16,1.1996429011818e+16,4.8153418569043e+15,2.0841460772323e+16,5.7484848484848,5.7484848484848,1.625,0
1.2585593982192e+16,1.1991385789459e+16,4.7822421102445e+15,2.0681693285356e+16,6.0222222222222,6.0222222222222,1.625,0
1.2767092167601e+16,1.1985039033601e+16,4.7473274952998e+15,2.0514744461651e+16,6.2959595959596,6.2959595959596,1.625,0
1.2958401868869e+16,1.1977041109686e+16,4.7103359082793e+15,2.0339921472653e+16,6.569696969697,6.569696969697,1.625,0
1.3150582063725e+16,1.1968214579205e+16,4.6722289333576e+15,2.0161266739132e+16,6.8434343434343,6.8434343434343,1.625,0
1.3341166153018e+16,1.1959699677034e+16,4.6347429684657e+15,1.9983595543086e+16,7.1171717171717,7.1171717171717,1.625,0
1.353105205751e+16,1.1951383927132e+16,4.597982428172e+15,1.9807120769482e+16,7.3909090909091,7.3909090909091,1.625,0
1.3720626387242e+16,1.1943009954746e+16,4.5616854433595e+15,1.9631351592054e+16,7.6646464646465,7.6646464646465,1.625,0
1.3910355550465e+16,1.1934360485779e+16,4.5257069848168e+15,1.9456000961241e+16,7.9383838383838,7.9383838383838,1.625,0
1.4100649742717e+16,1.1925222570841e+16,4.4899026376337e+15,1.9280774457294e+16,8.2121212121212,8.2121212121212,1.625,0
1.4291961850559e+16,1.1915323960948e+16,4.4541416480363e+15,1.9105385800996e+16,8.4858585858586,8.4858585858586,1.625,0
1.4484941827466e+16,1.190442471012e+16,4.4182144555046e+15,1.8929320897691e+16,8.759595959596,8.759595959596,1.625,0
1.4676904970496e+16,1.1892464575816e+16,4.3822150521257e+15,1.8753255252858e+16,9.0333333333333,9.0333333333333,1.625,0
1.485772373061e+16,1.1881228914031e+16,4.3479869468781e+15,1.8584785677408e+16,9.3070707070707,9.3070707070707,1.625,0
1.5028362080972e+16,1.1871063620364e+16,4.3159877208995e+15,1.8425948470689e+16,9.5808080808081,9.5808080808081,1.625,0
1.518789581547e+16,1.1861860023529e+16,4.286353690256e+15,1.827763708164e+16,9.8545454545455,9.8545454545455,1.625,0
1.5337976888876e+16,1.1853309794301e+16,4.2586825850248e+15,1.8138304760819e+16,10.128282828283,10.128282828283,1.625,0
1.5479166118926e+16,1.1845231040196e+16,4.2328166669737e+15,1.8007447928971e+16,10.40202020202,10.40202020202,1.625,0
1.5611899292671e+16,1.1837496838255e+16,4.2086481185531e+15,1.7884708986978e+16,10.675757575758,10.675757575758,1.625,0
1.5736195972439e+16,1.1829875205533e+16,4.1860922387619e+15,1.7770033951619e+16,10.949494949495,10.949494949495,1.625,0
1.5852667928187e+16,1.1822268001877e+16,4.1650312669036e+15,1.7662916206132e+16,11.223232323232,11.223232323232,1.625,0
1.595534602644e+16,1.1815306220532e+16,4.1462944840271e+15,1.756723622796e+16,11.49696969697,11.49696969697,1.625,0
1.6043446905166e+16,1.1809508550588e+16,4.1302281479823e+15,1.7485088057415e+16,11.770707070707,11.770707070707,1.625,0
1.6115569734043e+16,1.1804856117249e+16,4.117028757354e+15,1.741775422842e+16,12.044444444444,12.044444444444,1.625,0
1.6173508433031e+16,1.1801234120403e+16,4.10642039312e+15,1.7363702291264e+16,12.318181818182,12.318181818182,1.625,0
1.6217221693187e+16,1.1798564052244e+16,4.0983688023706e+15,1.732290595368e+16,12.591919191919,12.591919191919,1.625,0
1.6246922297847e+16,1.1796797769994e+16,4.0928264613876e+15,1.729516468867e+16,12.865656565657,12.865656565657,1.625,0
1.6260690880739e+16,1.1796052250448e+16,4.0901451409175e+15,1.7282296286569e+16,13.139393939394,13.139393939394,1.625,0
1.6260801701763e+16,1.1796152491462e+16,4.0898993603983e+15,1.7282131389813e+16,13.413131313131,13.413131313131,1.625,0
1.6246594809224e+16,1.1797093221283e+16,4.0921776570489e+15,1.7295300655829e+16,13.686868686869,13.686868686869,1.625,0
1.6218849204709e+16,1.179862593072e+16,4.0967267238754e+15,1.7321328348607e+16,13.960606060606,13.960606060606,1.625,0
1.6178407343175e+16,1.1800708622624e+16,4.1034006484848e+15,1.735948505087e+16,14.234343434343,14.234343434343,1.625,0
1.6123034597505e+16,1.1803519285232e+16,4.1126117548781e+15,1.7411933967123e+16,14.508080808081,14.508080808081,1.625,0
1.6054443861682e+16,1.1807015403968e+16,4.1240730184582e+15,1.7476998085994e+16,14.781818181818,14.781818181818,1.625,0
1.5972357472535e+16,1.1811274467183e+16,4.1378476651074e+15,1.7554935823913e+16,15.055555555556,15.055555555556,1.625,0
1.5876740669285e+16,1.1816402812497e+16,4.1539862308909e+15,1.7645830800371e+16,15.329292929293,15.329292929293,1.625,0
1.5765784671258e+16,1.182253883507e+16,4.1727549127143e+15,1.7751292903192e+16,15.60303030303,15.60303030303,1.625,0
1.5640733096712e+16,1.1829737373543e+16,4.1939902950416e+15,1.7870107359468e+16,15.876767676768,15.876767676768,1.625,0
1.5502688164274e+16,1.1837344705852e+16,4.2173267607783e+15,1.7999264908666e+16,16.150505050505,16.150505050505,1.625,0
1.535872720708e+16,1.1844628504185e+16,4.2419649907564e+15,1.8134288278787e+16,16.424242424242,16.424242424242,1.625,0
1.5208274977016e+16,1.1851703442528e+16,4.2680240467691e+15,1.8275675983885e+16,16.69797979798,16.69797979798,1.625,0
1.5051111999658e+16,1.1858839249589e+16,4.2956034261736e+15,1.8423638649129e+16,16.971717171717,16.971717171717,1.625,0
1.4886809119195e+16,1.1866174778132e+16,4.3248162245047e+15,1.8578534606106e+16,17.245454545455,17.245454545455,1.625,0
1.4714811120673e+16,1.1873899341021e+16,4.3558256293311e+15,1.8740859352378e+16,17.519191919192,17.519191919192,1.625,0
1.4533650226472e+16,1.1882300677355e+16,4.3890285783039e+15,1.8911994975697e+16,17.792929292929,17.792929292929,1.625,0
1.4343974703141e+16,1.1891530686064e+16,4.424326318826e+15,1.9091285938366e+16,18.066666666667,18.066666666667,1.625,0
1.4144415800343e+16,1.19012690412e+16,4.4611772960116e+15,1.9276737537506e+16,18.340404040404,18.340404040404,1.625,0
1.3945585679137e+16,1.1909875046909e+16,4.4974667604205e+15,1.9460413657479e+16,18.614141414141,18.614141414141,1.625,0
1.3750319878294e+16,1.1917441793071e+16,4.5331172365552e+15,1.964167501064e+16,18.887878787879,18.887878787879,1.625,0
1.3558091888808e+16,1.1924196847291e+16,4.5683103047678e+15,1.9820892071376e+16,19.161616161616,19.161616161616,1.625,0
1.3368318441462e+16,1.1930415253045e+16,4.6032141594841e+15,1.9998469387791e+16,19.435353535354,19.435353535354,1.625,0
1.3180615252931e+16,1.1936305527056e+16,4.6379666843837e+15,2.0174664369346e+16,19.709090909091,19.709090909091,1.625,0
1.2994503879547e+16,1.19420771697e+16,4.6727098779978e+15,2.0349750437913e+16,19.982828282828,19.982828282828,1.625,0
1.2809968205334e+16,1.1947979453818e+16,4.7076155060309e+15,2.052387386633e+16,20.256565656566,20.256565656566,1.625,0
1.2625918572068e+16,1.1954123269843e+16,4.7426686293436e+15,2.0697097625803e+16,20.530303030303,20.530303030303,1.625,0
1.2444511288981e+16,1.1959401503325e+16,4.7764027700814e+15,2.0865382999685e+16,20.80404040404,20.80404040404,1.625,0
1.2273417042374e+16,1.1963008499692e+16,4.8079311156207e+15,2.1025371134365e+16,21.077777777778,21.077777777778,1.625,0
1.2111806296162e+16,1.1965281912042e+16,4.8375068274117e+15,2.117773608156e+16,21.351515151515,21.351515151515,1.625,0
1.1958847390412e+16,1.1966468220247e+16,4.8653216296092e+15,2.1322934877265e+16,21.625252525253,21.625252525253,1.625,0
1.1815000697509e+16,1.196665983446e+16,4.8913214646419e+15,2.1460487520937e+16,21.89898989899,21.89898989899,1.625,0
1.1679733523214e+16,1.1966042536914e+16,4.9156354283327e+15,2.1590684753127e+16,22.172727272727,22.172727272727,1.625,0
1.1553176310791e+16,1.1964729120817e+16,4.9382731916766e+15,2.1713359034414e+16,22.446464646465,22.446464646465,1.625,0
1.143542358041e+16,1.1962815336974e+16,4.9592157294162e+15,2.182817405505e+16,22.720202020202,22.720202020202,1.625,0
1.1324354811132e+16,1.1960571261803e+16,4.9788958394567e+15,2.1936727937461e+16,22.993939393939,22.993939393939,1.625,0
1.1218657171226e+16,1.1958315490367e+16,4.9977091989136e+15,2.2040526389295e+16,23.267676767677,23.267676767677,1.625,0
1.1118737596462e+16,1.1956183020206e+16,5.0156549245918e+15,2.2139324759111e+16,23.541414141414,23.541414141414,1.625,0
1.1023949635643e+16,1.1954232757447e+16,5.0328250916742e+15,2.223344307404e+16,23.815151515152,23.815151515152,1.625,0
1.0934243322559e+16,1.1952544465501e+16,5.049267685145e+15,2.2322969995217e+16,24.088888888889,24.088888888889,1.625,0
1.0849556642369e+16,1.1951192805775e+16,5.0650272325166e+15,2.2407960913049e+16,24.362626262626,24.362626262626,1.625,0
1.0769956103107e+16,1.1950267405766e+16,5.0801254894124e+15,2.2488290605184e+16,24.636363636364,24.636363636364,1.625,0
1.0695625626572e+16,1.1949875016374e+16,5.0946184834542e+15,2.2564002675132e+16,24.910101010101,24.910101010101,1.625,0
1.0626623437217e+16,1.1950012808242e+16,5.1084323476655e+15,2.2634810638513e+16,25.183838383838,25.183838383838,1.625,0
1.0565283104129e+16,1.1950167375385e+16,5.1208006759385e+15,2.2698297628504e+16,25.457575757576,25.457575757576,1.625,0
1.0513339759406e+16,1.1950165993998e+16,5.1313605213948e+15,2.2752864891977e+16,25.731313131313,25.731313131313,1.625,0
1.0471306513511e+16,1.1950073344943e+16,5.1399678469241e+15,2.2797589464053e+16,26.005050505051,26.005050505051,1.625,0
1.0438274676756e+16,1.1949948726272e+16,5.1467693336609e+15,2.2833069506989e+16,26.278787878788,26.278787878788,1.625,0
1.0414704929904e+16,1.1949829645933e+16,5.1516434558392e+15,2.2858575126375e+16,26.552525252525,26.552525252525,1.625,0
1.040084071812e+16,1.1949748168365e+16,5.1545181564029e+15,2.2873648002111e+16,26.826262626263,26.826262626263,1.625,0
1.0395710868527e+16,1.1949715921575e+16,5.1555833136885e+15,2.2879238473619e+16,27.1,27.1,1.625,0
